date,gsp_id,generation_mw,capacity_mwp,installedcapacity_mwp,site_count,gsp_lat,gsp_lon,region_name,TOA_SW_DWN,ALLSKY_SFC_SW_DWN,T2M,T2M_MIN,T2M_MAX,T2MDEW,WS2M,PRECTOTCORR
2022-01-31,30,12.1867685125,105.51209,111.30604,568704.0,51.60402,-0.04604,Tottenham,10.6,5.57,4.47,1.97,7.09,0.87,6.02,0.07
2022-02-01,30,9.054996836875,105.55384,111.35023,537966.0,51.60402,-0.04604,Tottenham,10.8,6.08,8.22,2.52,12.15,6.74,5.73,0.62
2022-02-02,30,7.540743147916667,105.61278,111.41162000000001,572248.0,51.60402,-0.04604,Tottenham,11.0,4.69,7.85,5.43,11.65,6.9,3.34,0.04
2022-02-03,30,3.2489786534166663,105.63704,111.43832000000002,575258.0,51.60402,-0.04604,Tottenham,11.21,3.9,7.31,5.89,9.74,6.28,3.59,0.5
2022-02-04,30,7.040090176458333,105.6669,111.47062,613841.0,51.60402,-0.04604,Tottenham,11.42,6.86,5.76,2.05,8.53,3.67,5.48,3.95
2022-02-05,30,8.557383758333334,105.66445,111.47061000000001,615965.0,51.60402,-0.04604,Tottenham,11.63,5.8,5.45,0.65,9.62,3.73,6.0,0.6
2022-02-06,30,4.541973172085417,105.66526,111.47386,575947.0,51.60402,-0.04604,Tottenham,11.85,5.22,8.03,4.01,10.66,5.41,7.88,3.8
2022-02-07,30,10.07269418125,105.69039,111.50142999999998,570837.0,51.60402,-0.04604,Tottenham,12.07,5.54,5.69,1.48,9.52,3.67,4.09,0.19
2022-02-08,30,2.811290575625208,105.72292,111.53641,559304.0,51.60402,-0.04604,Tottenham,12.29,4.28,8.95,6.98,11.68,7.7,4.86,0.21
2022-02-09,30,8.801331774,105.74093999999998,111.55688000000002,572386.0,51.60402,-0.04604,Tottenham,12.52,5.3,8.05,6.65,10.63,7.51,3.2,1.77
2022-02-10,30,4.233355650625,105.79068,111.60906,577970.0,51.60402,-0.04604,Tottenham,12.76,5.77,4.27,1.01,6.97,2.51,2.8,0.71
2022-02-11,30,12.786552342416668,105.81760000000001,111.63842,577780.0,51.60402,-0.04604,Tottenham,12.99,7.78,3.12,0.68,8.16,1.15,2.3,0.06
2022-02-12,30,11.373133831291668,105.81521,111.63847,579483.0,51.60402,-0.04604,Tottenham,13.23,6.07,4.69,1.0,8.3,1.8,4.97,0.05
2022-02-13,30,1.4272107915624999,105.81878999999999,111.6445,556549.0,51.60402,-0.04604,Tottenham,13.47,1.84,7.34,5.93,9.0,6.11,7.09,11.64
2022-02-14,30,9.4607463862875,105.8334,111.66156,575635.0,51.60402,-0.04604,Tottenham,13.72,5.76,6.48,2.96,9.08,4.88,4.9,1.83
2022-02-15,30,1.50102085689375,105.85119000000002,111.68179000000002,575847.0,51.60402,-0.04604,Tottenham,13.97,1.78,6.01,1.37,8.76,5.45,4.81,7.39
2022-02-16,30,4.111229261170833,105.88624,111.71929,577929.0,51.60402,-0.04604,Tottenham,14.22,5.36,11.56,8.91,14.26,9.85,8.35,2.52
2022-02-17,30,11.707736579375,105.91197,111.74747,418665.0,51.60402,-0.04604,Tottenham,14.48,8.27,7.93,6.26,10.86,4.27,6.22,0.88
2022-02-18,30,6.699449302874999,105.92396000000001,111.76191,583638.0,51.60402,-0.04604,Tottenham,14.74,6.34,7.51,3.19,10.65,4.36,9.32,3.73
2022-02-19,30,4.0243501875,105.92396000000001,111.76435,559986.0,51.60402,-0.04604,Tottenham,15.0,3.49,5.06,1.65,8.97,3.39,6.31,6.52
2022-02-20,30,0.9509618487854167,105.92151,111.76435,613288.0,51.60402,-0.04604,Tottenham,15.26,2.54,8.67,4.08,11.19,7.0,8.45,6.46
2022-02-21,30,9.702008229166667,105.94168,111.78697,613525.0,51.60402,-0.04604,Tottenham,15.53,6.26,6.55,3.5,10.35,3.19,8.05,0.7
2022-02-22,30,6.251496852083334,105.96891999999998,111.81666,601319.0,51.60402,-0.04604,Tottenham,15.8,6.29,7.13,3.01,12.4,5.59,4.77,0.58
2022-02-23,30,8.391319594978958,105.99214,111.84233,612804.0,51.60402,-0.04604,Tottenham,16.07,6.61,6.21,2.87,11.2,4.15,4.77,0.16
2022-02-24,30,9.751582343625,106.01668,111.86932,603130.0,51.60402,-0.04604,Tottenham,16.35,8.71,5.35,1.38,7.78,2.57,6.02,4.56
2022-02-25,30,15.5936766943125,106.06764,111.92274000000002,580832.0,51.60402,-0.04604,Tottenham,16.62,11.4,4.65,1.36,10.09,1.69,3.78,0.18
2022-02-26,30,16.284094885625,106.07378999999999,111.93133,532554.0,51.60402,-0.04604,Tottenham,16.9,10.85,4.3,-0.25,9.93,1.87,3.28,0.01
2022-02-27,30,18.429014158538543,106.07133,111.93133,587714.0,51.60402,-0.04604,Tottenham,17.18,12.38,4.14,0.41,9.12,0.19,4.43,0.0
2022-02-28,30,8.831271566749999,106.09368,111.95612999999999,620981.0,51.60402,-0.04604,Tottenham,17.47,4.74,8.05,3.83,11.94,6.1,4.11,5.73
2022-03-01,30,1.5750221638854167,106.17156,112.03645999999999,622175.0,51.60402,-0.04604,Tottenham,17.76,2.89,7.48,6.52,8.65,6.79,3.16,6.4
2022-03-02,30,4.28951173154375,106.1998,112.06716,616172.0,51.60402,-0.04604,Tottenham,18.04,3.42,6.06,4.19,7.69,4.71,3.27,7.23
2022-03-03,30,5.653153892229167,106.24617,112.11599,623263.0,51.60402,-0.04604,Tottenham,18.33,5.52,7.37,3.91,13.15,6.26,2.43,0.16
2022-03-04,30,2.5018383666666666,106.28337,112.15565,621840.0,51.60402,-0.04604,Tottenham,18.63,5.59,6.27,3.46,8.62,5.54,2.25,2.68
2022-03-05,30,2.317395759875,106.28812999999998,112.16285999999998,626637.0,51.60402,-0.04604,Tottenham,18.92,4.9,4.73,2.44,7.74,3.41,4.9,3.4
2022-03-06,30,6.086092938229167,106.28567,112.16285,630152.0,51.60402,-0.04604,Tottenham,19.22,7.72,4.0,1.31,7.88,0.68,4.57,0.13
2022-03-07,30,18.34740255,106.33263,112.21227,642476.0,51.60402,-0.04604,Tottenham,19.51,10.9,3.37,-0.02,7.33,-0.19,3.81,0.05
2022-03-08,30,18.265370575000002,106.41991,112.30202000000001,641610.0,51.60402,-0.04604,Tottenham,19.81,11.12,4.87,-1.19,10.66,1.34,4.17,0.0
2022-03-09,30,11.076218479166668,106.44784,112.33241,646547.0,51.60402,-0.04604,Tottenham,20.11,10.11,8.23,5.95,11.61,6.25,4.24,0.04
2022-03-10,30,12.789104008333332,106.47289,112.35992,627004.0,51.60402,-0.04604,Tottenham,20.41,9.76,9.55,5.84,14.4,7.44,4.05,0.15
2022-03-11,30,4.046756129772167,106.51867,112.40817,619820.0,51.60402,-0.04604,Tottenham,20.71,4.34,8.65,6.5,11.32,7.26,5.12,2.16
2022-03-12,30,15.662850614427292,106.53315000000002,112.42511,643731.0,51.60402,-0.04604,Tottenham,21.02,12.11,9.03,6.97,11.99,6.28,5.44,0.74
2022-03-13,30,6.677577829666874,106.53985,112.43427000000001,619560.0,51.60402,-0.04604,Tottenham,21.32,9.17,8.06,6.27,11.37,6.29,4.14,1.56
2022-03-14,30,10.631793102916667,106.57565,112.47253,609375.0,51.60402,-0.04604,Tottenham,21.62,12.62,7.27,3.78,12.18,5.33,2.22,0.17
2022-03-15,30,15.215270211970832,106.62221,112.52155999999998,629559.0,51.60402,-0.04604,Tottenham,21.93,10.83,8.23,3.12,14.21,6.23,2.1,0.03
2022-03-16,30,2.3147159050625,106.65503,112.55685,595642.0,51.60402,-0.04604,Tottenham,22.24,3.1,8.4,5.26,11.12,7.76,3.34,11.26
2022-03-17,30,21.122854154791668,106.69619,112.60047000000002,617844.0,51.60402,-0.04604,Tottenham,22.54,14.95,6.68,1.23,12.88,3.48,3.14,0.01
2022-03-18,30,21.115324910416668,106.73030999999999,112.63706,632797.0,51.60402,-0.04604,Tottenham,22.85,15.54,8.37,3.78,15.21,6.46,3.03,0.1
2022-03-19,30,22.381394797916666,106.72784,112.63705,636688.0,51.60402,-0.04604,Tottenham,23.16,17.05,8.44,5.3,13.26,4.44,5.34,0.02
2022-03-20,30,18.614519627083332,106.73785,112.64954,659761.0,51.60402,-0.04604,Tottenham,23.46,14.75,5.95,1.06,10.66,0.73,1.84,0.0
2022-03-21,30,20.155253597916666,106.75592999999999,112.67008,653290.0,51.60402,-0.04604,Tottenham,23.77,12.5,7.14,-0.77,15.3,4.3,2.29,0.0
2022-03-22,30,20.07361375,106.80029,112.71691,671133.0,51.60402,-0.04604,Tottenham,24.07,14.83,10.54,6.3,17.63,7.08,2.41,0.03
2022-03-23,30,22.002644441666664,106.82567,112.74476,667891.0,51.60402,-0.04604,Tottenham,24.38,15.85,10.33,4.52,17.87,5.14,1.52,0.01
2022-03-24,30,21.562777,106.85782,112.77938,669601.0,51.60402,-0.04604,Tottenham,24.69,15.89,9.75,4.26,17.12,2.91,0.82,0.0
2022-03-25,30,20.134700364208875,106.87459,112.79861999999999,668094.0,51.60402,-0.04604,Tottenham,24.99,15.82,8.4,2.34,16.33,4.83,2.25,0.01
2022-03-26,30,22.455325303333336,106.87213000000001,112.79863,657925.0,51.60402,-0.04604,Tottenham,25.3,17.58,8.78,2.61,16.3,4.55,3.15,0.0
2022-03-27,30,20.882650796208335,106.87718979166665,112.80617,645852.0,51.60402,-0.04604,Tottenham,25.6,11.71,8.36,4.25,14.66,6.49,2.93,0.13
2022-03-28,30,13.711209269166666,106.92885979166665,112.86030999999998,625761.0,51.60402,-0.04604,Tottenham,25.9,14.44,8.59,4.08,15.0,6.2,1.68,0.41
2022-03-29,30,10.598925426799646,106.95252979166666,112.88645000000001,608771.0,51.60402,-0.04604,Tottenham,26.2,7.31,8.24,6.28,11.93,6.76,3.05,1.47
2022-03-30,30,10.41339178346479,106.97178979166667,112.90818,622505.0,51.60402,-0.04604,Tottenham,26.5,6.19,6.9,1.62,10.88,4.76,3.04,1.46
2022-03-31,30,17.268895408125,107.01062958333334,112.94949000000001,593643.0,51.60402,-0.04604,Tottenham,26.81,13.64,2.54,-0.09,5.92,-2.01,6.29,0.97
2022-04-01,30,15.580488651657499,107.06983979166667,113.01118000000001,642156.0,51.60402,-0.04604,Tottenham,27.11,16.59,2.8,-1.18,7.62,-2.35,5.48,0.32
2022-04-02,30,17.641458467041666,107.07194958333334,113.01576,644303.0,51.60402,-0.04604,Tottenham,27.42,14.74,2.63,-1.6,7.66,-1.65,2.79,0.11
2022-04-03,30,17.703580531895835,107.06946979166666,113.01576,635737.0,51.60402,-0.04604,Tottenham,27.72,14.07,3.48,-2.96,9.4,-1.14,2.23,0.01
2022-04-04,30,5.702498739875,107.10824979166667,113.05702000000001,605836.0,51.60402,-0.04604,Tottenham,28.02,7.3,8.08,2.18,13.31,6.77,4.95,4.97
2022-04-05,30,14.830548660291667,107.14223958333334,113.09348,638046.0,51.60402,-0.04604,Tottenham,28.32,11.47,10.51,6.68,14.73,7.31,4.73,1.13
2022-04-06,30,7.6816617514375,107.18651979166667,113.14025,629201.0,51.60402,-0.04604,Tottenham,28.62,11.53,9.68,6.87,12.59,7.66,6.66,3.79
2022-04-07,30,20.41201780005,107.22937958333334,113.18558,641512.0,51.60402,-0.04604,Tottenham,28.91,16.85,8.28,2.48,11.81,3.94,7.47,5.43
2022-04-08,30,9.503533329538541,107.26046979166667,113.21916,639847.0,51.60402,-0.04604,Tottenham,29.21,14.63,5.22,2.21,9.87,1.39,1.77,0.22
2022-04-09,30,19.593866054166668,107.28458958333333,113.24575,640002.0,51.60402,-0.04604,Tottenham,29.5,18.32,5.3,-0.05,10.36,0.55,2.66,0.11
2022-04-10,30,20.010241911875,107.28209979166667,113.24575,644967.0,51.60402,-0.04604,Tottenham,29.78,17.66,6.75,-0.03,13.19,1.95,2.09,0.0
2022-04-11,30,19.076354886249998,107.33106979166666,113.29720000000002,620187.0,51.60402,-0.04604,Tottenham,30.07,15.34,10.02,4.98,15.03,5.03,4.27,0.0
2022-04-12,30,11.745324306916666,107.37483979166667,113.34346,631483.0,51.60402,-0.04604,Tottenham,30.36,9.44,11.55,7.68,17.88,9.56,3.33,0.76
2022-04-13,30,19.06650837333333,107.40013958333333,113.37123000000001,624617.0,51.60402,-0.04604,Tottenham,30.64,11.71,11.94,6.9,17.54,9.17,2.76,0.24
2022-04-14,30,19.448145472916668,107.46317979166666,113.43676,643024.0,51.60402,-0.04604,Tottenham,30.92,12.35,12.76,6.44,18.15,9.38,1.04,0.12
2022-04-15,30,21.709019101266666,107.47630979166667,113.45238,648351.0,51.60402,-0.04604,Tottenham,31.2,20.57,13.62,7.96,20.15,9.3,1.4,0.03
2022-04-16,30,23.1820408,107.48204979166667,113.4606,650889.0,51.60402,-0.04604,Tottenham,31.48,20.6,11.5,6.86,17.82,8.02,2.52,0.04
2022-04-17,30,21.757893476895834,107.47956958333333,113.4606,672776.0,51.60402,-0.04604,Tottenham,31.75,19.51,11.02,5.26,17.33,6.05,2.51,0.01
2022-04-18,30,19.701010874166666,107.47725958333332,113.46076999999998,681713.0,51.60402,-0.04604,Tottenham,32.02,18.36,10.32,5.68,15.19,6.18,1.49,0.01
2022-04-19,30,13.655747199062501,107.49126958333333,113.47727000000002,675920.0,51.60402,-0.04604,Tottenham,32.29,12.54,10.02,4.9,15.97,6.01,2.82,0.09
2022-04-20,30,21.852844938231247,107.53561958333331,113.52411,654299.0,51.60402,-0.04604,Tottenham,32.55,20.0,10.53,6.09,16.64,5.35,3.84,0.01
2022-04-21,30,24.1292211019375,107.56575979166666,113.55674,682586.0,51.60402,-0.04604,Tottenham,32.8,22.4,10.97,6.15,16.98,5.99,4.33,0.02
2022-04-22,30,13.50511804233125,107.62326979166666,113.61674,684405.0,51.60402,-0.04604,Tottenham,33.07,9.35,10.74,6.52,15.11,7.01,5.0,0.09
2022-04-23,30,23.886653286041668,107.63078979166666,113.62675,37138.0,51.60402,-0.04604,Tottenham,33.33,13.28,11.98,8.83,15.88,8.19,5.49,0.1
2022-04-24,30,21.5589458425,107.64639958333333,113.64484,37661.0,51.60402,-0.04604,Tottenham,33.59,20.39,11.09,5.78,17.04,6.08,4.53,0.01
2022-04-25,30,17.620016449083334,107.67234979166666,113.67329,663404.0,51.60402,-0.04604,Tottenham,33.85,16.7,9.08,5.25,13.23,5.38,3.46,0.25
2022-04-26,30,23.8363751545625,107.71205958333333,113.71548,664233.0,51.60402,-0.04604,Tottenham,34.11,20.6,9.08,3.88,14.87,4.15,2.96,0.02
2022-04-27,30,11.180072576841667,107.74881979166666,113.75474000000001,678180.0,51.60402,-0.04604,Tottenham,34.36,11.02,8.27,3.73,13.25,4.15,3.0,0.06
2022-04-28,30,14.3952551375,107.86303958333333,113.87145,669646.0,51.60402,-0.04604,Tottenham,34.61,14.1,9.23,3.75,14.44,5.43,2.55,0.0
2022-04-29,30,19.447994214583336,107.93226979166667,113.94318,508368.0,51.60402,-0.04604,Tottenham,34.85,12.85,8.57,3.42,13.47,4.15,2.87,0.02
2022-04-30,30,23.07077672708333,107.92978958333333,113.94319,686051.0,51.60402,-0.04604,Tottenham,35.09,23.87,10.02,1.84,16.51,5.24,1.38,0.09
2022-05-01,30,12.049029356458334,107.92728958333333,113.94319,686282.0,51.60402,-0.04604,Tottenham,35.32,9.41,10.42,8.12,13.19,7.52,1.4,0.69
2022-05-02,30,10.673388558541667,107.94658979166667,113.96499,684670.0,51.60402,-0.04604,Tottenham,35.55,10.06,11.71,7.54,15.31,7.78,0.8,0.13
2022-05-03,30,12.207143049694793,107.99134958333333,114.01225,673356.0,51.60402,-0.04604,Tottenham,35.78,10.88,11.7,6.69,15.93,8.6,1.8,0.51
2022-05-04,30,12.137813868890646,108.07943979166667,114.10284,684493.0,51.60402,-0.04604,Tottenham,36.0,13.49,11.55,8.16,15.38,9.75,2.29,4.1
2022-05-05,30,19.815350443406043,108.11193958333332,114.13783,682882.0,51.60402,-0.04604,Tottenham,36.22,19.02,13.17,6.55,18.76,8.94,1.95,0.08
2022-05-06,30,23.582317004004977,108.13469979166666,114.1631,680851.0,51.60402,-0.04604,Tottenham,36.44,20.55,14.33,7.97,20.6,10.24,2.57,0.24
2022-05-07,30,11.963639727794167,108.13218979166665,114.16309,682502.0,51.60402,-0.04604,Tottenham,36.66,18.14,13.01,8.23,17.3,10.73,2.51,1.97
2022-05-08,30,24.776421286434584,108.12967958333333,114.16308,682521.0,51.60402,-0.04604,Tottenham,36.87,23.63,11.55,5.81,17.56,7.06,2.82,0.04
2022-05-09,30,21.29036476952083,108.14368958333334,114.17959,688762.0,51.60402,-0.04604,Tottenham,37.08,20.36,13.31,4.15,20.65,9.37,3.09,0.01
2022-05-10,30,11.001069938151248,108.17258979166667,114.21099,698325.0,51.60402,-0.04604,Tottenham,37.28,16.74,14.64,11.05,19.1,10.82,3.98,0.31
2022-05-11,30,10.048088873560417,108.20554979166667,114.24645,695952.0,51.60402,-0.04604,Tottenham,37.48,10.32,13.07,8.25,16.98,10.35,4.59,3.6
2022-05-12,30,19.32249084585,108.26151979166667,114.30493,697100.0,51.60402,-0.04604,Tottenham,37.67,17.85,12.33,6.05,17.94,7.7,3.26,0.14
2022-05-13,30,21.133149617291668,108.28623979166667,114.33215,698246.0,51.60402,-0.04604,Tottenham,37.86,20.21,13.55,8.31,19.08,9.18,4.01,0.01
2022-05-14,30,26.121771731249996,108.28975979166667,114.33817,698534.0,51.60402,-0.04604,Tottenham,38.05,26.43,14.01,7.02,20.9,9.7,1.51,0.03
2022-05-15,30,6.194976359791667,108.29175979166666,114.34265,700383.0,51.60402,-0.04604,Tottenham,38.24,8.63,14.23,11.04,17.49,11.98,3.42,4.84
2022-05-16,30,17.1886832875,108.38090979166667,114.43431,677190.0,51.60402,-0.04604,Tottenham,38.42,15.21,16.17,12.0,20.83,13.23,3.84,0.69
2022-05-17,30,25.251365993126146,108.48133958333334,114.53725000000001,332631.0,51.60402,-0.04604,Tottenham,38.6,23.26,17.17,10.39,23.12,12.93,2.61,0.2
2022-05-18,30,22.582735318125,108.51289958333332,114.57131,684361.0,51.60402,-0.04604,Tottenham,38.76,21.86,15.39,8.83,20.33,11.26,2.34,6.69
2022-05-19,30,22.485568543750002,108.53951979166665,114.60044999999998,691917.0,51.60402,-0.04604,Tottenham,38.92,23.03,15.63,11.0,20.8,11.37,2.27,0.11
2022-05-20,30,11.281701309536855,108.55332958333334,114.61676,681848.0,51.60402,-0.04604,Tottenham,39.07,13.71,12.98,10.34,16.94,10.1,3.0,7.85
2022-05-21,30,23.330419117234374,108.55267958333333,114.61862,686014.0,51.60402,-0.04604,Tottenham,39.23,20.48,13.78,8.64,19.41,9.44,2.45,0.51
2022-05-22,30,25.028029661712498,108.55015979166667,114.61862,686720.0,51.60402,-0.04604,Tottenham,39.39,24.63,15.48,9.4,21.39,9.58,1.54,0.01
2022-05-23,30,8.372215564395834,108.61221979166665,114.68319000000001,735829.0,51.60402,-0.04604,Tottenham,39.54,14.53,13.8,9.83,18.47,10.33,1.99,5.55
2022-05-24,30,17.477036184606668,108.62386979166666,114.69734999999999,731243.0,51.60402,-0.04604,Tottenham,39.69,21.41,12.23,8.51,16.58,8.43,2.96,2.58
2022-05-25,30,8.699026986695209,108.64720979166667,114.7232,702653.0,51.60402,-0.04604,Tottenham,39.83,13.11,12.97,6.74,17.48,9.73,4.55,1.15
2022-05-26,30,14.596749868052084,108.73115958333334,114.80966,690267.0,51.60402,-0.04604,Tottenham,39.96,15.09,15.36,9.19,20.4,11.73,4.53,0.27
2022-05-27,30,26.039857250277084,108.78770958333332,114.86872999999999,700577.0,51.60402,-0.04604,Tottenham,40.08,29.22,14.44,9.08,19.05,8.48,3.25,0.04
2022-05-28,30,19.35429134741479,108.78994958333334,114.87349,40476.0,51.60402,-0.04604,Tottenham,40.2,22.43,12.24,6.84,17.3,7.0,2.88,0.14
2022-05-29,30,20.144709659458332,108.78748958333334,114.87354,40526.0,51.60402,-0.04604,Tottenham,40.32,18.3,10.47,5.29,14.62,6.06,2.88,0.75
2022-05-30,30,15.270275117627081,108.89190979166666,114.98048999999999,675631.0,51.60402,-0.04604,Tottenham,40.43,14.11,10.91,5.69,15.29,6.57,1.9,1.86
2022-05-31,30,22.093948840729166,108.93928958333333,115.03038,682329.0,51.60402,-0.04604,Tottenham,40.54,18.05,11.62,7.53,15.38,7.94,2.41,3.13
2022-06-01,30,18.53692783881875,108.94951958333333,115.04313,681169.0,51.60402,-0.04604,Tottenham,40.64,19.25,12.05,6.6,16.94,7.76,2.01,1.07
2022-06-02,30,23.4181162570125,108.97434958333334,115.07048000000002,685098.0,51.60402,-0.04604,Tottenham,40.74,21.33,13.55,6.84,19.03,8.83,2.29,0.04
2022-06-03,30,18.859988579560415,109.01254958333334,115.1112,675266.0,51.60402,-0.04604,Tottenham,40.83,17.56,14.9,8.43,20.03,10.08,3.37,0.69
2022-06-04,30,18.6638172595875,109.02673979166667,115.12792,642951.0,51.60402,-0.04604,Tottenham,40.93,16.02,14.74,10.9,19.03,10.04,5.63,0.66
2022-06-05,30,6.296324384291666,109.02421958333333,115.12792,667766.0,51.60402,-0.04604,Tottenham,41.01,6.07,13.46,10.93,16.53,11.78,2.69,31.11
2022-06-06,30,12.8389748115125,109.03428979166667,115.14051,654381.0,51.60402,-0.04604,Tottenham,41.09,10.94,13.74,10.44,17.26,11.3,2.22,1.4
2022-06-07,30,7.4411019576104165,109.08475979166667,115.19351,670287.0,51.60402,-0.04604,Tottenham,41.16,19.92,15.8,10.15,20.69,12.27,1.55,1.58
2022-06-08,30,18.470080496937502,109.14280979166666,115.25408,664923.0,51.60402,-0.04604,Tottenham,41.23,22.69,16.15,11.55,20.42,11.82,3.99,4.47
2022-06-09,30,17.093636638729166,109.14658979166667,115.26038999999999,666746.0,51.60402,-0.04604,Tottenham,41.29,15.89,15.27,9.44,19.66,11.09,3.55,0.43
2022-06-10,30,22.98827958875,109.17522979166667,115.29154999999999,668991.0,51.60402,-0.04604,Tottenham,41.36,25.65,17.19,12.13,21.85,12.59,3.99,0.22
2022-06-11,30,27.0657623334375,109.17269958333334,115.29154,670846.0,51.60402,-0.04604,Tottenham,41.41,25.52,16.19,9.81,21.48,10.99,3.59,0.04
2022-06-12,30,24.482532270208335,109.17019958333333,115.29156,670251.0,51.60402,-0.04604,Tottenham,41.46,23.96,15.69,9.26,21.02,9.81,3.09,0.02
2022-06-13,30,22.479657061041667,109.29035979166667,115.41426,630654.0,51.60402,-0.04604,Tottenham,41.5,22.3,15.69,9.15,20.69,9.17,1.73,0.0
